full_text,sent_score
nearli child age tamil nadu infect covid last hour report sidharth MP,1
lol covid test,1
welp let open er eh doug that cottag gon na fix covid,-1
Is everi risk factor covid vitamin D defici disguis googl old overweight black diabet smog,-1
blackfriday pleas sign tho petit savedoctorcommun signthepetit covid lockdown,1
the final goodby after good day dad state took turn worst doctor said noth left th,1
factcheck withdraw permiss corpor shincheonji church jesu seoul citi feat coronavir,-1
Is workplac psycholog safe find mental health impact covid best practic healt,1
We introduc use robot manag covid treatment center reduc transmiss risk robot,-1
I support costco decis requir patron wear mask thank put safeti first costco supportco,-1
while remain unclear covid impact peopl live hiv known patient exist chronic,1
year proud recogn work staff volunt redcrossday redcrescentday let unit cheer volunt staff respond covid ask keepclap,1
the plan but sick get test even I think peopl think twice whi would I allow,1
the covid pandem brutal U S health care job hospit job lost nurs residenti care,1
hank much come today weekli coffe listen constitu mind the peopl new canaan appreci leadership covid pandem,-1
It suicid mission nodealbrexit predict caus hit economi januari N,0
In world fault cargil worker infect covid engag danger,-1
iranian peopl must imagin life after mullah By the mullah test fire new missil amp demoniz,1
covid US data analysi updat may red state blue state base parti governorship democrat blue state popul coronaviru case death test confirm case result death gop red state,-1
invest renewableenergi support sdg progress parisagr help u recoverbett,-1
africa author must ensur respons covid pandem includ specif protect right,-1
An extraordinari individu lead transform modern intern respons cov,1
My thank carlo alvarado gonzalez health minist share venezuela stage approach fight covid,1
legend handshak origin around th centuri BC show neither person carri weapon In roman time,1
In new uncertain time incred import covid patient respiratori complic rece,1
cabinett well truli fuck see piec thought exactli extendlockdown coronaviru covid,1
you got tough governor tough mayor said michael dukaki former massachusett governor visit prof spoke strong covid respons place california lo angel,-1
brilliant see waiv fee small entiti wish prioriti examin patent applic relat covid coronaviru via,-1
He right DM ca obtain right sell covid test south korea paul tye datametrex,-1
number covid case thezoocallednigeria death No covid case usa came frm,-1
copi friend I know need see plandem bunch BS for mani reason let stic,-1
We need creat dialogu promot inclus educ alway E learn not equit and privileg,1
stuckwithu arianagrand justinbieb rais disast relief fund covid pandem,-1
On march ice arrest jorg new york drag foster shelter adult detent hi crime He h,-1
through caresact paycheckprotectionprogram help small busi keep worker employ covid pan,-1
I heard health secretari say alreadi flatten curv I sure number look,-1
the way begin close gap think health care equiti question ugh chancellor Co founder Dr paul farmer spoke recent covid build equit health system read listen,1
uttarakhand polic contribut Rs CM relief fund uttrakhand fight covid,1
covid respons shincheonji church jesu bt god korea covid fact,0
shoploc coronacrisi coronaviru covid johnson butcher thirsk north yorkshir,0
I publish work home mean someth veri differ peopl experienc domest violenc,1
today handhygien day hand hygien one effect action take reduc spread pathogen p,1
thi happen the arizona depart health servic told team research arizona state amp univ arizona,1
the dangerouscross europ lengthi riski due covid victim face risk these nigerian,-1
all commerci vehicl delta state carri passeng wear face mask vehicl impound,-1
An amaz catch quick updat ceo marshal gunter learn DM recent news con,-1
We reject idea african countri settl late low qualiti respons aid histori happen but hiv also sh,1
more flight repatri pakistan nation uae covid quarantin capac increas ambassador,1
break nicola sturgeon say peopl test posit coronaviru die scotland take,1
the total confirm covid case saudi Of total patient recov total,1
how To seri step proper cyber hygien within organ pl click full episod,1
presid share posit thought help guid attorney covid,1
In crisi covid import leader understand exist dispar We need diver,1
and part gift effort strengthen fiscaltranspar covid new public,1
jeremyvin here question start becom obviou everi countri curv roug,1
after week sick amp fight amp fear amp isol corona doctor clear I AM covid free I walk,-1
honor look forward hear colleagu,1
tell I know answer question I go pretend I,-1
We must act tackl covid global time pursu immedi ambiti climateact clea,1
for beij call scientif explan covid origin,1
To add overdos genderbiasedlaw influ,0
travel enter canada We gone digit help flattenthecurv help reduc time limit contact bord,1
We want show gratitud front line covid medic personnel first respond schedul appoint u bring insur card take care rest promot fairfielddentist,1
It time invit research coronavirusfact datoscoronaviru allianc readi share,1
media brief covid,0
just listen covid pathophysiolog lectur given professor ine burn chair,0
good insight type measur resiliencestimulu covid includ amp lauren sidner http,1
dure covid nurs put life hold help save other their exposur viru mean need hel,1
miss daili water cooler chat reach colleagu let know appreci more mentalhea,-1
herefor I request sir pleas kindli look matter give u chanc appear exam proper physic class possibl per ugc aict guidelin dte assam polytechn ese saveassam covid,1
new episod immun more discuss sar cov covid,-1
weekendread new resourc blogpost how civil societi can make covid respons more transpar claud W,1
wtf benefit boast starbuck amp dunkin donut even someth basic mask,1
attent IN case you miss It click photo below watch damn montag trump rhetor american con,-1
RT want see peopl held account play covid,1
protect amp other pick prescript call prescript ahead time amp use drive thru window,-1
pandem gender imper veri import commentari vulner woman current covid crisi minist amp cosign minist leader global,1
india covid contact trace app aarogya setu made top list april the app rank th,1
crisi educ critic educ webinar teaser via what happen educ move onlin face covid modul map field come join u,1
gop governor cut off new unemploy benefit befor some peopl even got check covid coronaviru socialdist,-1
